8305;6703;6199;4803;5722;6423;6246;6727
1638;1221;1028;1152;884;919;1238;1176
144;170;190;176;180;182;180;217
2.75;2.75;2.10;2.45;2.45;2.4;2.4;2.05
14.2;11.4;14.60;14.9;15.7;13.9;15.3;10.7
14.8;14.8;11.30;10.9;10.3;11.3;10.8;10.5
555;556;550;554;550;555;558;560
549;583;560;544;540;540;560;550
71;73;69;72;72;66;66;71
83;85;92;94;98;82;96;92
475;611;731;705;701;570;637;628
106;122;133;143;134;128;127;135
65;75;78;84;74;72;76;86
108;0;122;130;138;134;130;129
74;0;74;74;88;78;82;69
